,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Games,Games,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Fumbles,Fumbles,Scoring,Scoring,Scoring,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy
493,479,Stefan Logan,PIT,WR,28,16,1,0,0,0,0,0,0,0,,0,1,1,5,5.00,0,3,,0,,,1,1.5,1.5,1.0,,178,
494,Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
495,480,Brandon Manumaleuna,SDG,RB,29,16,5,0,0,0,0,0,0,0,,0,7,5,13,2.60,0,0,,0,,,1,6.3,6.3,3.8,,152,
496,481,Charly Martin,CAR,WR,25,7,0,0,0,0,0,0,0,0,,0,2,1,6,6.00,0,0,,0,,,1,1.6,1.6,1.1,,175,
497,482,Jason McKie,CHI,RB,29,16,11,0,0,0,0,0,0,0,,0,10,5,13,2.60,0,0,,0,,,1,6.3,6.3,3.8,,151,
498,483,Jake O'Connell,KAN,TE,24,4,2,0,0,0,0,0,0,0,,0,10,2,7,3.50,0,0,,0,,,1,2.7,2.7,1.7,,89,
499,484,Bear Pascoe,NYG,TE,23,4,1,0,0,0,0,0,0,0,,0,1,1,9,9.00,0,0,,0,,,1,1.9,1.9,1.4,,86,
500,485,Courtney Roby,NOR,WR,26,15,0,0,0,0,0,0,0,0,,0,1,1,6,6.00,0,2,,1,,,1,7.6,7.6,7.1,,172,
501,486,Kory Sheets,MIA,RB,24,2,0,0,0,0,0,0,1,5,5.00,0,0,0,0,,0,0,,0,,,1,0.5,0.5,0.5,,157,
502,487,Matthew Slater,NWE,WR,24,14,0,0,0,0,0,0,1,6,6.00,0,0,0,0,,0,0,,0,,,1,0.6,0.6,0.6,,173,
503,488,Clifton Smith,TAM,RB,24,11,0,0,0,0,0,0,4,7,1.75,0,5,2,4,2.00,0,3,,0,,,1,3.1,3.1,2.1,,153,
504,489,Terrelle Smith,DET,RB,31,8,0,0,0,0,0,0,0,0,,0,4,2,7,3.50,0,0,,0,,,1,2.7,2.7,1.7,,154,
505,490,John Standeford,DET,WR,27,2,0,0,0,0,0,0,0,0,,0,3,1,5,5.00,0,0,,0,,,1,1.5,1.5,1.0,,180,
506,491,Limas Sweed,PIT,WR,25,9,0,0,0,0,0,0,0,0,,0,5,1,5,5.00,0,0,,0,,,1,1.5,1.5,1.0,,176,
507,492,Brandon Tate,NWE,WR,22,2,1,0,0,0,0,0,1,11,11.00,0,2,0,0,,0,0,,0,,,1,1.1,1.1,1.1,,167,
508,493,Javarris Williams,KAN,RB,23,4,0,0,0,0,0,0,6,6,1.00,0,1,0,0,,0,0,,0,,,1,0.6,0.6,0.6,,155,
509,494,Jake Allen,2TM,,24,3,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,,0,,,,,,,,190,
510,495,B.J. Askew,TAM,RB,29,5,2,0,0,0,0,0,1,0,0.00,0,2,2,3,1.50,0,0,,0,,,,2.3,2.3,1.3,,160,
511,496,Brock Bolen,JAX,,24,3,0,0,0,0,0,0,0,0,,0,3,0,0,,0,0,,0,,,,,,,,165,
512,497,Colin Cloherty,IND,TE,22,1,0,0,0,0,0,0,0,0,,0,1,1,2,2.00,0,0,,0,,,,1.2,1.2,0.7,,93,
513,498,Andre Coleman,SDG,,25,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,,,,,,,,106,
514,499,James Dearth,NYJ,,33,16,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,,,,,,,,99,
515,500,Biren Ealy,GNB,,25,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,,,,,,,,202,
516,501,Dominique Edison,TEN,,23,5,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,,,,,,,,205,
517,502,Tony Fiammetta,CAR,,23,10,2,0,0,0,0,0,0,0,,0,3,0,0,,0,0,,0,,,,,,,,167,
518,503,Matt Flynn,GNB,QB,24,15,0,7,12,58,0,1,5,-5,-1.00,0,0,0,0,,0,0,,0,,,,-0.2,0.8,0.8,,74,
519,504,Eric Fowler,DET,,25,3,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,,,,,,,,191,
520,505,Jeff Garcia,PHI,QB,39,1,0,0,0,0,0,0,3,-2,-0.67,0,0,0,0,,0,1,,0,,,,-0.2,-0.2,-0.2,,75,
521,506,Sam Giguere,IND,,24,1,0,0,0,0,0,0,0,0,,0,2,0,0,,0,0,,0,,,,,,,,193,
522,507,Anthony Gonzalez,IND,,25,1,1,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,,,,,,,,208,
523,508,Dan Gronkowski,DET,TE,24,2,0,0,0,0,0,0,0,0,,0,3,1,4,4.00,0,0,,0,,,,1.4,1.4,0.9,,90,
524,509,Rex Grossman,HOU,QB,29,1,0,3,9,33,0,1,3,9,3.00,0,0,0,0,,0,1,,0,,,,0.2,1.2,1.2,,68,
525,Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
526,510,Matt Gutierrez,KAN,QB,25,1,0,1,1,3,0,0,0,0,,0,0,0,0,,0,0,,0,,,,0.1,0.1,0.1,,69,
527,511,Justin Harper,BAL,,24,2,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,,0,,,,,,,,192,
528,512,Clark Harris,CIN,,25,11,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,,,,,,,,107,
529,513,Mike Hass,SEA,,26,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,,,,,,,,188,
530,514,Chris Henry,TEN,,24,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,,,,,,,,172,
531,515,Darius Hill,CIN,,24,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,,,,,,,,100,
532,516,Nathan Hodel,DET,,32,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,,,,,,,,108,
533,517,Kareem Huggins,TAM,,23,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,166,
534,518,Juaquin Iglesias,CHI,,22,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,200,
535,519,Justin Jenkins,BUF,WR,29,12,0,0,0,0,0,0,1,-3,-3.00,0,0,0,0,,0,0,,0,,,,-0.3,-0.3,-0.3,,209,
536,520,Adam Jennings,DET,,27,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,,,,,,,,201,
537,521,Brian Jennings,SFO,,33,16,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,103,
538,522,Quinn Johnson,GNB,RB,23,9,0,0,0,0,0,0,0,0,,0,4,2,4,2.00,0,0,,0,,,,2.4,2.4,1.4,,158,
539,523,Nate Jones,STL,,24,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,,,,,,,,196,
540,524,Matt Lawrence,BAL,RB,24,8,0,0,0,0,0,0,4,0,0.00,0,1,1,4,4.00,0,0,,0,,,,1.4,1.4,0.9,,159,
541,525,Mike Leach,ARI,,33,16,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,,,,,,,,96,
542,526,J.P. Losman,OAK,QB,28,1,0,0,1,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,73,
543,527,Elbert Mack,TAM,,23,15,3,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,199,
544,528,Marcus Mailei,NOR,,23,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,168,
545,529,Glenn Martinez,HOU,,28,7,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,198,
546,530,Michael Matthews,2TM,,26,7,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,,0,,,,,,,,102,
547,531,Josh McCown,CAR,QB,30,1,0,1,6,2,0,0,0,0,,0,0,0,0,,0,0,,0,,,,0.1,0.1,0.1,,71,
548,532,Luke McCown,JAX,QB,28,3,0,1,3,2,0,0,0,0,,0,0,0,0,,0,0,,0,,,,0.1,0.1,0.1,,70,
549,533,Shaun McDonald,PIT,,28,4,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,,,,,,,,186,
550,534,Kenny McKinley,DEN,,22,8,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,182,
551,535,Sean Morey,ARI,,33,13,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,,0,,,,,,,,185,
552,536,Cameron Morrah,SEA,TE,22,3,0,0,0,0,0,0,0,0,,0,1,1,3,3.00,0,0,,0,,,,1.3,1.3,0.8,,91,
553,537,Matthew Mulligan,NYJ,TE,24,5,1,0,0,0,0,0,0,0,,0,1,1,2,2.00,0,0,,0,,,,1.2,1.2,0.7,,94,
554,538,Jordan Norwood,PHI,,23,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,,,,,,,,197,
555,539,Oren O'Neal,OAK,RB,26,4,0,0,0,0,0,0,1,0,0.00,0,0,0,0,,0,0,,0,,,,,,,,171,
556,Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
557,540,Buck Ortega,NOR,,28,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,,,,,,,,98,
558,541,Montell Owens,JAX,RB,25,16,0,0,0,0,0,0,2,1,0.50,0,1,0,0,,0,0,,0,,,,0.1,0.1,0.1,,162,
559,542,Curtis Painter,IND,QB,24,2,0,8,28,83,0,2,3,4,1.33,0,0,0,0,,0,2,,0,,,,-0.3,1.7,1.7,,76,
560,543,Cedric Peerman,DET,,23,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,,,,,,,,169,
561,544,Zach Potter,JAX,TE,23,1,1,0,0,0,0,0,0,0,,0,1,1,3,3.00,0,0,,0,,,,1.3,1.3,0.8,,92,
562,545,Chris Pressley,TAM,RB,23,7,3,0,0,0,0,0,1,0,0.00,0,1,1,2,2.00,0,0,,0,,,,1.2,1.2,0.7,,161,
563,546,Maurice Purify,CIN,,23,5,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,,0,,,,,,,,204,
564,547,Richard Quinn,DEN,,23,15,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,,0,,,,,,,,104,
565,548,Isaac Redman,PIT,,25,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,,,,,,,,163,
566,549,Jeff Robinson,SEA,,39,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,,,,,,,,109,
567,550,Jerome Simpson,CIN,,23,2,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,,0,,,,,,,,184,
568,551,Justin Snow,IND,,33,16,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,,,,,,,,105,
569,552,Jim Sorgi,IND,,29,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,,,,,,,,72,
570,553,Micheal Spurlock,2TM,WR,26,6,0,0,1,0,0,0,1,3,3.00,0,0,0,0,,0,1,,1,,,,6.3,6.3,6.3,,181,
571,554,Derek Stanley,STL,,24,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,183,
572,555,Craig Stevens,TEN,,25,12,2,0,0,0,0,0,0,0,,0,1,0,0,,0,0,,0,,,,,,,,97,
573,556,Brad St. Louis,CIN,,33,5,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,,,,,,,,95,
574,557,Frank Summers,PIT,,24,2,1,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,,,,,,,,164,
575,558,Brett Swain,GNB,,24,6,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,,0,,,,,,,,187,
576,559,Patrick Turner,MIA,,22,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,195,
577,560,David Tyree,BAL,,29,10,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,207,
578,561,Tiquan Underwood,JAX,,22,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,203,
579,562,Javon Walker,OAK,,31,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,1,,0,,,,,,,,194,
580,563,Chauncey Washington,DAL,,24,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,170,
581,564,Matt Willis,DEN,,25,1,1,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,206,
582,565,George Wilson,BUF,,28,16,12,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,189,
583,566,Joe Zelenka,ATL,,33,5,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,,,,,,,,110,
584,567,Keith Zinger,ATL,,25,15,2,0,0,0,0,0,0,0,,0,1,0,0,,0,0,,0,,,,,,,,101,
585,568,Chris Simms,DEN,QB,29,3,1,5,17,23,0,1,3,-4,-1.33,0,0,0,0,,0,1,,0,,,-1,-1.5,-0.5,-0.5,,77,
586,569,Caleb Hanie,CHI,QB,24,2,0,3,7,11,0,1,0,0,,0,0,0,0,,0,0,,0,,,-2,-1.6,-0.6,-0.6,,78,
