,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Games,Games,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Fumbles,Fumbles,Scoring,Scoring,Scoring,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy
158,154,Justin Fargas,OAK,RB,29,12,4,0,0,0,0,0,129,491,3.81,3,21,17,113,6.65,0,1,,3,,,78,95.4,101.4,86.9,,45,
159,155,Brian Hartline,MIA,WR,23,16,2,0,0,0,0,0,4,29,7.25,1,56,31,506,16.32,3,0,,4,,,78,108.5,111.5,93.0,,63,
160,156,Josh Morgan,SFO,WR,24,16,15,0,0,0,0,0,5,61,12.20,0,80,52,527,10.13,3,0,,3,,,77,128.8,131.8,102.8,,64,
161,157,Kevin Walter,HOU,WR,28,14,14,0,0,0,0,0,4,26,6.50,0,70,53,611,11.53,2,0,,2,,,76,128.7,131.7,102.2,,65,
162,158,Michael Crabtree,SFO,WR,22,11,11,0,0,0,0,0,0,0,,0,86,48,625,13.02,2,1,,2,,,75,122.5,125.5,98.5,,66,
163,159,Marshawn Lynch,BUF,RB,23,13,6,0,0,0,0,0,120,450,3.75,2,37,28,179,6.39,0,3,,2,,,75,102.9,108.9,88.9,,46,
164,160,Jeremy Shockey,NOR,TE,29,13,12,0,0,0,0,0,0,0,,0,67,48,569,11.85,3,0,,3,,,75,122.9,125.9,98.9,,18,
165,161,James Jones,GNB,WR,25,16,3,0,0,0,0,0,0,0,,0,62,32,440,13.75,5,0,,5,,,74,106.0,109.0,90.0,,67,
166,162,Derrick Ward,TAM,RB,29,14,1,0,0,0,0,0,114,409,3.59,1,24,20,150,7.50,2,0,,3,,,74,93.9,99.9,83.9,,47,
167,163,Maurice Morris,DET,RB,30,14,3,0,0,0,0,0,93,384,4.13,2,38,26,210,8.08,0,1,,2,1,,73,99.4,105.4,86.4,,48,
168,164,Torry Holt,JAX,WR,33,15,12,0,0,0,0,0,0,0,,0,103,51,722,14.16,0,1,,0,,,72,123.2,126.2,97.7,,68,
169,165,Michael Jenkins,ATL,WR,27,15,9,0,0,0,0,0,0,0,,0,90,50,635,12.70,1,0,,1,,,70,119.5,122.5,94.5,,69,
170,166,Matt Moore,CAR,QB,25,7,5,85,138,1053,8,2,12,-3,-0.25,0,0,0,0,,0,2,,0,,,70,69.8,74.8,71.8,,31,
171,167,Ben Watson,NWE,TE,29,16,7,0,0,0,0,0,0,0,,0,41,29,404,13.93,5,0,,5,,,70,99.4,102.4,84.9,,19,
172,168,Leonard Weaver*+,PHI,RB,27,16,8,0,0,0,0,0,70,323,4.61,2,26,15,140,9.33,2,0,,4,,,70,85.3,91.3,77.8,,49,
173,169,Marc Bulger,STL,QB,32,9,8,140,247,1469,5,6,8,22,2.75,0,0,0,0,,0,6,,0,,,69,69.0,78.0,75.0,,33,
174,170,Bruce Gradkowski,OAK,QB,26,7,4,82,150,1007,6,3,18,108,6.00,0,0,0,0,,0,5,,0,,,69,69.1,78.1,72.1,,32,
175,171,Tashard Choice,DAL,RB,25,16,0,0,0,0,0,0,64,349,5.45,3,22,15,132,8.80,0,0,,3,1,,68,83.1,89.1,75.6,,50,
176,172,Trent Edwards,BUF,QB,26,8,7,110,183,1169,6,7,14,106,7.57,0,0,0,0,,0,1,,0,,,67,67.4,80.4,74.4,,34,
177,173,Dustin Keller,NYJ,TE,25,16,12,0,0,0,0,0,1,7,7.00,0,82,45,522,11.60,2,1,,2,1,,67,111.9,114.9,89.4,,20,
178,174,Clinton Portis,WAS,RB,28,8,8,0,1,0,0,0,124,494,3.98,1,12,9,57,6.33,1,1,,2,,,67,76.1,79.1,71.6,,51,
179,175,Shonn Greene,NYJ,RB,24,14,0,0,0,0,0,0,108,540,5.00,2,5,0,0,,0,3,,2,,,66,66.0,69.0,66.0,,54,
180,176,Larry Johnson,2TM,RB,30,14,7,0,0,0,0,0,178,581,3.26,0,21,15,80,5.33,0,2,,0,,,66,81.1,84.1,73.6,,53,
181,177,Darren McFadden,OAK,RB,22,12,7,0,0,0,0,0,104,357,3.43,1,36,21,245,11.67,0,5,,1,,,66,87.2,93.2,76.7,,52,
182,178,Kerry Collins,TEN,QB,37,7,6,119,216,1225,6,8,11,15,1.36,1,0,0,0,,0,3,,1,,,65,64.5,75.5,72.5,,35,
183,179,Marcedes Lewis,JAX,TE,25,15,15,0,0,0,0,0,0,0,,0,59,32,518,16.19,2,1,,2,,,64,95.8,98.8,79.8,,21,
184,Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
185,180,Muhsin Muhammad,CAR,WR,36,14,13,0,0,0,0,0,0,0,,0,89,53,581,10.96,1,0,,1,,,64,117.1,120.1,90.6,,70,
186,181,Donald Brown,IND,RB,22,11,1,0,0,0,0,0,78,281,3.60,3,14,11,169,15.36,0,1,,3,,,63,74.0,80.0,68.5,,55,
187,182,Andre Caldwell,CIN,WR,24,16,3,0,0,0,0,0,3,22,7.33,0,80,51,432,8.47,3,4,,3,,,63,114.4,117.4,88.9,,71,
188,183,Mark Clayton,BAL,WR,27,14,12,1,1,0,0,0,4,28,7.00,0,74,34,480,14.12,2,1,,2,,,63,96.8,99.8,79.8,,72,
189,184,Josh Cribbs*+,CLE,WR,26,16,12,1,4,18,0,1,55,381,6.93,1,37,20,135,6.75,1,6,,6,,,62,106.3,113.3,97.3,,73,
190,185,Sammy Morris,NWE,RB,32,12,5,0,0,0,0,0,73,319,4.37,2,27,19,180,9.47,0,2,,2,,,62,80.9,86.9,71.4,,56,
191,186,Shaun Hill,SFO,QB,29,6,6,87,155,943,5,2,8,70,8.75,0,0,0,0,,0,3,,0,,,61,60.7,65.7,62.7,,36,
192,187,Jamal Lewis,CLE,RB,30,9,8,0,0,0,0,0,143,500,3.50,0,11,8,88,11.00,0,0,,0,1,,61,68.8,71.8,64.8,,57,
193,188,Bryant Johnson,DET,WR,28,16,16,0,0,0,0,0,0,0,,0,87,35,417,11.91,3,0,,3,,,60,94.7,97.7,77.2,,75,
194,189,Mike Thomas,JAX,WR,22,14,4,0,0,0,0,0,12,86,7.17,0,62,48,453,9.44,1,1,,1,,,60,107.9,110.9,83.9,,74,
195,190,Mike Tolbert,SDG,RB,24,16,3,0,0,0,0,0,25,148,5.92,1,22,17,192,11.29,3,1,,4,,,58,75.0,81.0,66.5,,58,
196,191,Brian Westbrook,PHI,RB,30,8,7,0,1,0,0,0,61,274,4.49,1,34,25,181,7.24,1,0,,2,,,58,82.5,88.5,70.0,,59,
197,192,Brandon Stokley,DEN,WR,33,16,2,0,0,0,0,0,0,0,,0,33,19,327,17.21,4,0,,4,,,57,75.7,78.7,66.2,,76,
198,193,Justin Gage,TEN,WR,28,12,10,0,0,0,0,0,0,0,,0,67,28,383,13.68,3,0,,3,,,56,84.3,87.3,70.3,,77,
199,194,Ted Ginn,MIA,WR,24,16,12,0,0,0,0,0,7,48,6.86,0,78,38,454,11.95,1,2,,3,,,56,106.2,109.2,87.2,,78,
200,195,Deion Branch,SEA,WR,30,14,5,0,0,0,0,0,1,-8,-8.00,0,79,45,437,9.71,2,0,,2,,,55,99.9,102.9,77.4,,81,
201,196,Greg Camarillo,MIA,WR,27,16,16,0,0,0,0,0,0,0,,0,72,50,552,11.04,0,0,,0,,,55,105.2,108.2,80.2,,79,
202,197,Kelley Washington,BAL,WR,30,15,2,0,0,0,0,0,1,1,1.00,0,48,34,431,12.68,2,0,,2,,,55,89.2,92.2,72.2,,80,
203,198,Devin Aromashodu,CHI,WR,25,10,2,0,0,0,0,0,0,0,,0,43,24,298,12.42,4,0,,4,,,54,77.8,80.8,65.8,,82,
204,199,Tony Scheffler,DEN,TE,26,15,9,0,0,0,0,0,0,0,,0,50,31,416,13.42,2,0,,2,,,54,84.6,87.6,69.1,,22,
205,200,Rock Cartwright,WAS,RB,30,16,2,0,0,0,0,0,64,228,3.56,0,32,27,242,8.96,1,0,,1,,,53,80.0,86.0,66.5,,61,
206,201,Arian Foster,HOU,RB,23,6,1,0,0,0,0,0,54,257,4.76,3,9,8,93,11.63,0,1,,3,,,53,61.0,64.0,57.0,,60,
207,202,Antwaan Randle El,WAS,WR,30,16,3,0,0,0,0,0,0,0,,0,77,50,530,10.60,0,4,,0,,,53,103.0,106.0,78.0,,83,
208,203,Fred Taylor,NWE,RB,33,6,1,0,0,0,0,0,63,269,4.27,4,3,2,17,8.50,0,1,,4,,,53,54.6,57.6,53.6,,62,
209,204,Ladell Betts,WAS,RB,30,10,2,0,0,0,0,0,56,210,3.75,2,21,17,179,10.53,0,0,,2,,,51,67.9,73.9,59.4,,64,
210,205,Willie Parker,PIT,RB,29,14,3,0,0,0,0,0,98,389,3.97,0,7,6,64,10.67,1,2,,1,,,51,57.3,60.3,54.3,,63,
211,206,Chris Brown,HOU,RB,28,14,4,0,1,0,0,1,79,267,3.38,3,21,16,74,4.63,0,1,,3,,,50,66.1,70.1,59.1,,65,
212,207,Brandon Jackson,GNB,RB,24,12,0,0,0,0,0,0,37,111,3.00,2,26,21,187,8.90,1,1,,3,1,,50,70.8,76.8,60.3,,67,
213,208,Jerious Norwood,ATL,RB,26,10,4,0,0,0,0,0,76,252,3.32,0,22,19,186,9.79,1,1,,1,,,50,68.8,74.8,59.3,,66,
214,209,Bo Scaife,TEN,TE,28,14,10,0,0,0,0,0,0,0,,0,70,45,440,9.78,1,1,,1,,,50,95.0,98.0,72.5,,23,
215,Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
216,210,Devin Thomas,WAS,WR,23,14,10,0,0,0,0,0,3,-2,-0.67,0,47,25,325,13.00,3,0,,3,,,50,75.3,78.3,62.8,,84,
217,211,Bobby Wade,KAN,WR,28,12,6,0,0,0,0,0,3,11,3.67,0,74,36,367,10.19,2,3,,2,,,50,85.8,88.8,67.8,,85,
218,212,Chaz Schilens,OAK,WR,24,8,8,0,0,0,0,0,0,0,,0,52,29,365,12.59,2,0,,2,,,49,77.5,80.5,63.0,,86,
219,213,Quinton Ganther,WAS,RB,25,8,4,0,0,0,0,0,62,201,3.24,3,10,9,99,11.00,0,0,,3,,,48,57.0,60.0,52.5,,68,
220,214,Will Heller,DET,TE,28,16,9,0,0,0,0,0,0,0,,0,50,29,296,10.21,3,0,,3,,,48,76.6,79.6,62.1,,24,
221,215,Mark Bradley,KAN,WR,27,13,6,1,1,26,0,0,2,20,10.00,0,57,24,320,13.33,2,0,,2,,,47,71.0,74.0,59.0,,87,
222,216,Daunte Culpepper,DET,QB,32,8,5,89,157,945,3,6,18,91,5.06,0,0,0,0,,0,4,,0,,,47,46.9,55.9,52.9,,37,
223,217,Brandon Pettigrew,DET,RB,24,11,11,0,0,0,0,0,0,0,,0,54,30,346,11.53,2,1,,2,,,47,76.6,79.6,61.6,,69,
224,218,Anthony Fasano,MIA,TE,25,14,14,0,0,0,0,0,0,0,,0,53,31,339,10.94,2,2,,2,,,46,76.9,79.9,61.4,,25,
225,219,Kevin Kolb,PHI,QB,25,5,2,62,96,741,4,3,5,-1,-0.20,1,0,0,0,,0,2,,1,,,46,45.5,51.5,48.5,,39,
226,220,JaMarcus Russell,OAK,QB,24,12,9,120,246,1287,3,11,18,44,2.44,0,0,0,0,,0,9,,0,,,46,45.9,59.9,56.9,,38,
227,221,Leon Washington,NYJ,RB,27,7,0,0,0,0,0,0,72,331,4.60,0,26,15,131,8.73,0,1,,0,,,46,61.2,67.2,53.7,,70,
228,222,Sam Aiken,NWE,WR,29,14,7,0,0,0,0,0,0,0,,0,41,20,326,16.30,2,0,,2,,,45,64.6,67.6,54.6,,88,
229,223,Chris Cooley,WAS,TE,27,7,7,0,0,0,0,0,0,0,,0,45,29,332,11.45,2,1,,2,,,45,74.2,77.2,59.7,,27,
230,224,Daniel Fells,STL,TE,26,14,4,0,0,0,0,0,0,0,,0,35,21,273,13.00,3,1,,3,,,45,66.3,69.3,55.8,,26,
231,225,Seneca Wallace,SEA,QB,29,13,2,78,120,700,3,2,16,2,0.13,1,3,2,29,14.50,0,5,,1,,,45,47.1,52.1,48.1,,40,
232,226,Kyle Boller,STL,QB,28,7,4,98,176,899,3,6,13,76,5.85,0,0,0,0,,0,2,,0,,,44,43.6,52.6,49.6,,41,
233,227,Le'Ron McClain*,BAL,RB,25,16,14,0,0,0,0,0,46,180,3.91,2,27,21,141,6.71,0,0,,2,,,44,65.1,71.1,54.6,,71,
234,228,Jordy Nelson,GNB,WR,24,13,0,0,0,0,0,0,0,0,,0,31,22,320,14.55,2,3,,2,,,44,66.0,69.0,55.0,,90,
235,229,Chansi Stuckey,2TM,WR,26,15,3,0,0,0,0,0,2,6,3.00,0,66,30,318,10.60,2,0,,2,,,44,74.4,77.4,59.4,,89,
236,230,Lex Hilliard,MIA,RB,25,16,0,0,0,0,0,0,23,89,3.87,1,20,20,158,7.90,2,0,,3,,,43,62.7,65.7,52.7,,73,
237,231,Mewelde Moore,PIT,RB,27,16,0,1,1,6,1,0,35,118,3.37,0,31,21,153,7.29,2,0,,2,,,43,64.3,70.3,53.8,,72,
238,232,Dante Rosario,CAR,TE,25,14,8,0,0,0,0,0,0,0,,0,48,26,313,12.04,2,0,,2,,,43,69.3,72.3,56.3,,28,
239,233,Maurice Stovall,TAM,WR,24,15,7,0,0,0,0,0,0,0,,0,47,24,366,15.25,1,0,,1,,,43,66.6,69.6,54.6,,91,
240,234,Julian Edelman,NWE,WR,23,11,7,0,0,0,0,0,2,5,2.50,0,54,37,359,9.70,1,1,,1,,,42,79.4,82.4,60.9,,92,
241,235,Josh Johnson,TAM,QB,23,6,4,63,125,685,4,8,22,148,6.73,0,0,0,0,,0,7,,0,,,42,42.2,56.2,50.2,,42,
242,236,Dennis Northcutt,DET,WR,32,16,2,0,0,0,0,0,0,0,,0,63,35,357,10.20,1,2,,1,,,42,76.7,79.7,59.2,,93,
243,237,Chris Redman,ATL,QB,32,6,2,69,119,781,4,3,6,4,0.67,0,0,0,0,,0,1,,0,,,42,41.6,47.6,44.6,,43,
244,238,David Thomas,NOR,RB,26,15,8,0,0,0,0,0,0,0,,0,48,35,356,10.17,1,0,,1,,,42,76.6,79.6,59.1,,74,
245,239,Brandon Gibson,2TM,WR,22,10,4,0,0,0,0,0,0,0,,0,69,34,348,10.24,1,2,,1,,,41,74.8,77.8,57.8,,94,
246,Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
247,240,Derek Anderson,CLE,QB,26,8,7,81,182,888,3,10,10,8,0.80,2,0,0,0,,0,5,,2,,,40,40.3,53.3,50.3,,44,
248,241,Randy McMichael,STL,TE,30,16,16,0,0,0,0,0,0,0,,0,62,34,332,9.76,1,0,,1,,,39,73.2,76.2,56.2,,29,
249,242,Bernard Scott,CIN,RB,25,13,2,0,0,0,0,0,74,321,4.34,0,8,5,67,13.40,0,1,,1,,,39,49.8,52.8,47.3,,75,
250,243,Sammie Stroughter,TAM,WR,23,13,0,0,0,0,0,0,0,0,,0,60,31,334,10.77,1,0,,2,,,39,76.4,79.4,60.9,,95,
251,244,Danny Amendola,STL,WR,24,14,2,0,0,0,0,0,3,-2,-0.67,0,63,43,326,7.58,1,4,,1,,,38,81.4,84.4,59.9,,96,
252,245,Joel Dreessen,HOU,TE,27,16,11,0,0,0,0,0,0,0,,0,39,26,320,12.31,1,0,,1,,,38,64.0,67.0,51.0,,30,
253,246,J.P. Foschi,CIN,TE,27,15,10,0,0,0,0,0,0,0,,0,37,27,260,9.63,2,1,,2,,,38,65.0,68.0,51.5,,32,
254,247,Jeff King,CAR,TE,26,16,15,0,0,0,0,0,0,0,,0,33,25,200,8.00,3,1,,3,,,38,63.0,66.0,50.5,,31,
255,248,Legedu Naanee,SDG,WR,26,15,1,1,1,21,0,0,3,7,2.33,0,29,24,242,10.08,2,0,,2,,,38,61.7,64.7,49.7,,97,
256,249,David Anderson,HOU,WR,26,16,8,0,0,0,0,0,0,0,,0,53,38,370,9.74,0,0,,0,,,37,75.0,78.0,56.0,,98,
257,250,Glen Coffee,SFO,RB,22,14,2,0,0,0,0,0,83,226,2.72,1,18,11,76,6.91,0,0,,1,,,36,47.2,50.2,41.7,,77,
258,251,Chris Henry,CIN,WR,26,8,0,0,0,0,0,0,0,0,,0,23,12,236,19.67,2,0,,2,,,36,47.6,50.6,41.6,,99,
259,252,Rashad Jennings,JAX,RB,24,15,0,0,0,0,0,0,39,202,5.18,1,18,16,101,6.31,0,0,,1,,,36,52.3,58.3,44.3,,76,
260,253,LenDale White,TEN,RB,25,13,0,0,0,0,0,0,64,222,3.47,2,5,3,14,4.67,0,1,,2,,,36,38.6,41.6,37.1,,78,
261,254,Daniel Graham,DEN,TE,31,16,14,0,0,0,0,0,0,0,,0,43,28,289,10.32,1,0,,1,,,35,62.9,65.9,48.9,,34,
262,255,Spencer Havner,GNB,TE,26,16,1,0,0,0,0,0,0,0,,0,10,7,112,16.00,4,0,,4,,,35,42.2,45.2,38.7,,33,
263,256,Malcolm Kelly,WAS,WR,23,16,10,0,0,0,0,0,0,0,,0,41,25,347,13.88,0,0,,0,,,35,59.7,62.7,47.2,,101,
264,257,Josh Reed,BUF,WR,29,14,4,0,0,0,0,0,0,0,,0,45,27,291,10.78,1,3,,1,,,35,62.1,65.1,48.6,,100,
265,258,Eddie Royal,DEN,WR,23,14,12,0,0,0,0,0,1,1,1.00,0,79,37,345,9.32,0,1,,2,,,35,83.6,86.6,65.1,,102,
266,259,Chris Jennings,CLE,RB,24,9,1,0,0,0,0,0,63,220,3.49,1,13,9,56,6.22,0,0,,1,,,34,42.6,45.6,38.1,,79,
267,260,Byron Leftwich,TAM,QB,29,3,3,58,107,594,4,3,6,6,1.00,0,0,0,0,,0,2,,0,,,34,34.4,40.4,37.4,,45,
268,261,Zach Miller,JAX,TE,25,14,0,0,0,0,0,0,1,3,3.00,0,27,21,212,10.10,2,0,,2,,,34,54.5,57.5,44.0,,35,
269,262,Brad Smith,NYJ,WR,26,13,2,1,1,27,0,0,18,207,11.50,1,12,7,63,9.00,0,0,,2,,,34,47.1,50.1,43.6,,103,
270,263,Donald Lee,GNB,TE,29,16,10,0,0,0,0,0,0,0,,0,54,37,260,7.03,1,0,,1,,,32,69.0,72.0,50.5,,36,
271,264,Brian Leonard,CIN,RB,25,14,1,0,0,0,0,0,27,84,3.11,0,35,30,217,7.23,0,1,,0,1,,32,62.1,65.1,47.1,,80,
272,265,Michael Clayton,TAM,WR,27,13,11,0,1,0,0,0,0,0,,0,48,16,230,14.38,1,0,,1,1,,31,47.0,50.0,39.0,,104,
273,266,Mike Sellers,WAS,RB,34,15,7,0,0,0,0,0,0,0,,0,26,17,176,10.35,2,1,,2,,,30,46.6,49.6,38.1,,81,
274,267,Lynell Hamilton,NOR,RB,24,9,1,0,0,0,0,0,35,125,3.57,2,7,5,48,9.60,0,0,,2,,,29,34.3,37.3,31.8,,82,
275,268,Lance Moore,NOR,WR,26,7,0,0,0,0,0,0,0,0,,0,19,14,153,10.93,2,0,,2,,,29,41.3,44.3,34.3,,105,
276,269,Michael Vick,PHI,QB,29,12,1,6,13,86,1,0,24,95,3.96,2,0,0,0,,0,0,,2,,,29,28.9,28.9,28.9,,46,
277,Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
278,270,Aaron Brown,DET,WR,24,15,2,0,0,0,0,0,27,131,4.85,0,15,9,84,9.33,1,0,,1,,,28,36.5,39.5,32.0,,107,
279,271,Alge Crumpler,TEN,TE,32,16,14,0,0,0,0,0,0,0,,0,37,27,222,8.22,1,1,,1,,,28,55.2,58.2,41.7,,38,
280,272,Joey Haynos,MIA,TE,25,16,8,0,0,0,0,0,0,0,,0,37,19,162,8.53,2,1,,2,,,28,47.2,50.2,37.7,,37,
281,273,Johnnie Lee Higgins,OAK,WR,26,15,5,0,0,0,0,0,2,21,10.50,0,45,19,263,13.84,0,4,,0,,,28,47.4,50.4,37.9,,106,
282,274,Desmond Clark,CHI,TE,32,11,7,0,0,0,0,0,0,0,,0,34,19,145,7.63,2,0,,2,,,27,45.5,48.5,36.0,,41,
283,275,Early Doucet,ARI,WR,24,9,0,0,0,0,0,0,0,0,,0,24,17,214,12.59,1,0,,1,,,27,44.4,47.4,35.9,,108,
284,276,Heath Evans,NOR,RB,31,6,5,0,0,0,0,0,5,16,3.20,1,13,10,70,7.00,2,0,,3,,,27,36.6,36.6,31.6,,83,
285,277,Ben Patrick,ARI,TE,25,9,7,0,0,0,0,0,0,0,,0,16,12,146,12.17,2,0,,2,,,27,38.6,41.6,32.6,,40,
286,278,Delanie Walker,SFO,TE,25,16,8,0,0,0,0,0,3,34,11.33,0,33,21,233,11.10,0,2,,0,,,27,47.7,50.7,37.2,,39,
287,279,Chris Baker,NWE,TE,30,16,7,0,0,0,0,0,0,0,,0,19,14,142,10.14,2,0,,2,,,26,40.2,43.2,33.2,,42,
288,280,Isaac Bruce,SFO,WR,37,10,7,0,0,0,0,0,1,-8,-8.00,0,49,21,264,12.57,0,0,,0,,,26,46.6,49.6,36.1,,109,
289,281,Kellen Davis,CHI,TE,24,16,2,0,0,0,0,0,0,0,,0,14,9,75,8.33,3,0,,3,,,26,34.5,34.5,30.0,,44,
290,282,Dwayne Jarrett,CAR,WR,23,13,2,0,0,0,0,0,0,0,,0,31,17,196,11.53,1,0,,1,,,26,42.6,45.6,34.1,,110,
291,283,Sean Ryan,KAN,TE,29,10,8,0,0,0,0,0,0,0,,0,27,14,135,9.64,2,0,,2,,,26,39.5,42.5,32.5,,43,
292,284,Marty Booker,ATL,WR,33,16,1,0,0,0,0,0,1,7,7.00,0,31,16,181,11.31,1,0,,1,,,25,40.8,43.8,32.8,,113,
293,285,Keenan Burton,STL,WR,25,9,6,0,0,0,0,0,0,0,,0,45,25,253,10.12,0,0,,0,,,25,50.3,53.3,37.8,,111,
294,286,David Clowney,NYJ,WR,24,13,3,0,0,0,0,0,3,1,0.33,0,22,14,191,13.64,1,1,,1,,,25,39.2,42.2,32.2,,112,
295,287,Kenneth Darby,STL,RB,27,16,1,0,0,0,0,0,27,152,5.63,0,24,18,96,5.33,0,0,,0,,,25,42.8,45.8,33.8,,84,
296,288,Domenik Hixon,NYG,WR,25,14,2,0,0,0,0,0,0,0,,0,28,15,187,12.47,1,3,,2,,,25,45.7,48.7,38.2,,114,
297,289,John Kuhn,GNB,RB,27,14,6,0,0,0,0,0,8,18,2.25,1,7,7,47,6.71,2,0,,3,,,25,31.5,31.5,28.0,,85,
298,290,Gary Barnidge,CAR,TE,24,16,3,0,0,0,0,0,0,0,,0,21,12,242,20.17,0,1,,0,,,24,36.2,39.2,30.2,,45,
299,291,Ahman Green,GNB,RB,32,8,0,0,0,0,0,0,41,160,3.90,1,5,3,18,6.00,0,0,,1,,,24,26.8,29.8,25.3,,86,
300,292,Justin Peelle,ATL,TE,30,15,8,0,0,0,0,0,0,0,,0,15,12,115,9.58,2,0,,2,,,24,35.5,38.5,29.5,,46,
301,293,Charlie Frye,OAK,QB,28,3,3,53,87,581,1,4,4,41,10.25,0,0,0,0,,0,0,,0,,,23,23.3,30.3,27.3,,47,
302,294,Leonard Pope,KAN,TE,26,13,8,0,0,0,0,0,0,0,,0,30,20,174,8.70,1,0,,1,,,23,43.4,46.4,33.4,,47,
303,295,Laurent Robinson,STL,WR,24,3,3,0,0,0,0,0,0,0,,0,23,13,167,12.85,1,0,,1,,,23,35.7,38.7,29.2,,115,
304,296,Kahlil Bell,CHI,RB,23,7,0,0,0,0,0,0,40,220,5.50,0,3,1,4,4.00,0,0,,0,,,22,23.4,26.4,22.9,,87,
305,297,David Carr,NYG,QB,30,6,0,21,33,225,1,0,9,27,3.00,1,0,0,0,,0,1,,1,,,22,21.7,21.7,21.7,,48,
306,298,Vonta Leach,HOU,RB,28,16,4,0,0,0,0,0,0,0,,0,26,20,155,7.75,1,0,,1,,,22,41.5,44.5,31.5,,89,
307,299,Shawn Nelson,BUF,TE,24,12,12,0,0,0,0,0,0,0,,0,29,17,156,9.18,1,2,,1,,,22,38.6,41.6,30.1,,48,
308,Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
309,300,Chad Simpson,IND,RB,24,14,0,0,0,0,0,0,15,102,6.80,2,4,3,1,0.33,0,0,,3,,,22,31.3,34.3,29.8,,88,
310,301,Eric Weems,ATL,WR,24,16,0,0,0,0,0,0,8,53,6.63,0,6,6,50,8.33,2,3,,2,,,22,28.3,28.3,25.3,,116,
311,302,Jason Hill,SFO,WR,24,11,0,0,0,0,0,0,0,0,,0,16,9,90,10.00,2,0,,2,,,21,30.0,30.0,25.5,,117,
312,303,Darrius Heyward-Bey,OAK,WR,22,11,11,0,0,0,0,0,2,19,9.50,0,40,9,124,13.78,1,0,,1,,,20,29.3,32.3,24.8,,118,
313,304,Brad Hoover,CAR,RB,33,11,4,0,0,0,0,0,20,52,2.60,1,9,4,23,5.75,1,1,,2,,,20,23.5,23.5,21.5,,90,
314,305,Demetrius Williams,BAL,WR,26,12,0,0,0,0,0,0,0,0,,0,17,8,142,17.75,1,0,,1,,,20,28.2,31.2,24.2,,119,
315,306,Marcus Mason,WAS,RB,25,10,0,0,0,0,0,0,32,127,3.97,0,7,6,58,9.67,0,0,,0,,,19,24.5,27.5,21.5,,93,
316,307,Robert Royal,CLE,TE,30,13,11,0,0,0,0,0,0,0,,0,26,11,134,12.18,1,0,,1,,,19,30.4,33.4,24.9,,49,
317,308,Jerramy Stevens,TAM,TE,30,16,8,0,0,0,0,0,0,0,,0,32,15,130,8.67,1,0,,1,,,19,34.0,37.0,26.5,,50,
318,309,Jerheme Urban,ARI,WR,29,10,0,0,0,0,0,0,0,0,,0,29,18,186,10.33,0,0,,0,,,19,36.6,39.6,27.6,,120,
319,310,Garrett Wolfe,CHI,RB,25,8,0,0,0,0,0,0,22,120,5.45,1,3,2,12,6.00,0,0,,1,,,19,21.2,24.2,20.2,,91,
320,311,Jason Wright,ARI,RB,27,16,0,0,0,0,0,0,3,17,5.67,0,11,9,53,5.89,2,0,,2,,,19,28.0,28.0,23.5,,92,
321,312,Todd Yoder,WAS,TE,31,16,1,0,0,0,0,0,0,0,,0,5,4,9,2.25,3,0,,3,,,19,22.9,22.9,20.9,,51,
322,313,Deon Butler,SEA,WR,23,16,0,0,0,0,0,0,0,0,,0,42,15,175,11.67,0,0,,0,,,18,32.5,35.5,25.0,,123,
323,314,Jeff Dugan,MIN,TE,28,16,4,0,0,0,0,0,3,7,2.33,0,6,6,52,8.67,2,0,,2,,,18,23.9,23.9,20.9,,53,
324,315,Jerome Felton,DET,RB,23,13,8,0,0,0,0,0,15,46,3.07,0,17,13,133,10.23,0,0,,0,,,18,30.9,33.9,24.4,,96,
